用户名,推荐,游戏时长,评论
821469174,Recommended,76.9 hrs on record (37.8 hrs at review time),制作精良，独有的中国人才懂的美与浪漫。
949626352,Recommended,58.8 hrs on record (25.7 hrs at review time),故意买豪华版支持，没有让我失望，助我完成一场大圣梦
bestanivia1,Recommended,70.9 hrs on record (68.0 hrs at review time),好
501908538,Recommended,259.2 hrs on record,期待了很久 非常喜欢
274752936,Recommended,84.3 hrs on record (4.0 hrs at review time),制作精良。
617647250,Recommended,163.0 hrs on record (144.1 hrs at review time),999999
shika,Not Recommended,11.4 hrs on record,地图指引差，战斗之中加个慢动作除了恶心玩家想不到有什么好处
2401673259,Recommended,93.1 hrs on record (8.1 hrs at review time),
absolutellly,Recommended,57.5 hrs on record (48.2 hrs at review time),hao hao hao hao !!!
KLTLY,Recommended,66.5 hrs on record (64.8 hrs at review time),666
阿Q,Recommended,66.1 hrs on record (11.4 hrs at review time),从来没玩过主机游戏，这起手确实有点难......
Vertin,Recommended,98.5 hrs on record (98.5 hrs at review time),无需多言
日b只日壮壮妈,Recommended,43.6 hrs on record (42.9 hrs at review time),当你做完前面的牢，玩到后面，你会感觉，真特么牛b
彼岸小萌花开,Recommended,68.3 hrs on record (67.4 hrs at review time),停不下，超级好玩
477165358,Recommended,90.4 hrs on record (2.6 hrs at review time),国产第一部，支持下
想要CT5,Recommended,43.9 hrs on record (16.0 hrs at review time),可以
达斯.逗你玩,Recommended,56.5 hrs on record (51.7 hrs at review time),好!好！好！
只需略微出手,Recommended,86.6 hrs on record (23.5 hrs at review time),1.优点：新手友好，存档点多，操作比较简单。2.缺点：空气墙（难优化可以理解）；地图是什么乱七八糟的，探索起来太累了。年轻团队的3A能做成这样已经非常优秀了
幻刺VS幽鬼,Recommended,311.0 hrs on record (195.8 hrs at review time),Best PC game in the year
Touch,Not Recommended,0.2 hrs on record,进去最多看到着色器编译，然后就闪退，垃圾游戏玩都玩不上（4070）
cattle080,Recommended,44.7 hrs on record (12.6 hrs at review time),作为经历过秦殇、刀剑、幽城等等等上一个国产游戏百花齐放年代的80后，很高兴看到新的希望他来了。
烙印战士,Recommended,49.1 hrs on record,666
神明吶,Not Recommended,13.1 hrs on record (7.4 hrs at review time),"不好玩,游戏没有意思 太难"
鳗鱼该受焦熏,Recommended,111.7 hrs on record,支持
欧阳辰,Recommended,17.3 hrs on record (17.3 hrs at review time),好玩
sxfxyazo,Recommended,159.5 hrs on record (149.3 hrs at review time),登登等登 邓登等登
时生,Recommended,60.0 hrs on record (37.6 hrs at review time),Best AAA game ever.The story is stunning and the Boss rush makes me feel really happy!LOVE IT!
Anya,Recommended,89.1 hrs on record (86.1 hrs at review time),好玩爱玩
2156046252,Recommended,31.5 hrs on record (4.5 hrs at review time),没有为什么，如果硬说那就是中国游戏
SIKI,Recommended,100.3 hrs on record,处女作这种水品属实是无敌了，有点小瑕疵我选择用爱包容，足够和世界顶尖游戏同台竞技。亿伯昏！！
安啦,Recommended,11.0 hrs on record (3.0 hrs at review time),好
赤色的天空,Recommended,32.3 hrs on record (3.6 hrs at review time),画面和游戏性没得说，非常好的游戏。值得一玩
Kz,Recommended,58.7 hrs on record,也是吃上中餐了
464885378,Recommended,"1,138.0 hrs on record (1,000.2 hrs at review time)",最喜欢的游戏 没有之一
micoko,Recommended,345.9 hrs on record,非常好玩的一款游戏
linsanhao,Recommended,46.5 hrs on record (43.7 hrs at review time),太好了
风,Recommended,74.3 hrs on record (74.1 hrs at review time),国产3A动作游戏，好玩，爱玩
3021345396,Recommended,33.4 hrs on record (32.5 hrs at review time),喜欢玩
Super Moose,Recommended,47.2 hrs on record,good
修远,Recommended,29.6 hrs on record (3.0 hrs at review time),好玩
无非好梦醒...,Recommended,30.9 hrs on record (17.8 hrs at review time),好
1538866157,Recommended,62.2 hrs on record,很好玩 在这么多动作游戏中还能开发出很多特色的新东西 每个boss设计都很用心 没有换皮boss 而且有文化特色 配乐 过场动画都很棒
2270579436,Recommended,42.2 hrs on record (7.3 hrs at review time),可以的
起飛嘍~,Recommended,157.8 hrs on record (145.9 hrs at review time),没意思【狗头】
咩咩咩,Recommended,81.9 hrs on record (77.6 hrs at review time),前几章神中神后面就太赶进度了盘丝洞都还行火焰山割裂感巨严重，最夸张的还得是花果山，感觉啥都没有，看啥时候能出个dlc感觉dlc出来只要不是别烂整体质量就上去了，总的一句没玩够，这游戏有一坨的地方也有好玩的地方，可能确实算不上最好玩，但起码是个能玩的游戏
超级大鸟,Recommended,75.8 hrs on record (75.5 hrs at review time),好玩
569089191,Recommended,107.3 hrs on record (20.8 hrs at review time),很棒
Asterism,Recommended,40.9 hrs on record (39.6 hrs at review time),抛开那些噱头 游戏本身也非常好 确实是名副其实
多看一眼就会爆炸,Recommended,73.6 hrs on record,非常奢侈的动作设计，无与伦比的BOSS战。
ついとう,Recommended,39.0 hrs on record,好
2783297879,Not Recommended,39.1 hrs on record,差评不全是因为游戏，更多的是那些无脑吹捧的玩家，让我对黑猴的印象越来越差
冰淇淋艾伦,Recommended,123.8 hrs on record,可以可以，我玩的第一部类魂，村里的第一个大学生
Freely,Recommended,48.8 hrs on record (13.7 hrs at review time),包好玩的
ixn,Recommended,62.1 hrs on record (49.8 hrs at review time),1
416525188,Recommended,73.4 hrs on record (33.6 hrs at review time),好！！！！
拾壹,Recommended,76.1 hrs on record (63.7 hrs at review time),神作
天狼,Recommended,208.5 hrs on record (186.5 hrs at review time),国产之光
里岸真人,Recommended,27.2 hrs on record (17.0 hrs at review time),没说的，顶呱呱
Fnatic.MSi.f0restwOw〜,Recommended,72.8 hrs on record (66.9 hrs at review time),1111111
snow20170325,Recommended,106.9 hrs on record (36.6 hrs at review time),very nice
嫂嫂~~快张嘴俺老孙要出来了,Recommended,132.3 hrs on record (79.4 hrs at review time),游戏性 略逊色 老头环 美工/历史/人文 嘎嘎乱杀 格局太大 底色是中华文明 其他游戏没法比 作为一个80后 玩了几十年游戏 早已电子阳痿 这一剂万艾可量大管饱 让人欲罢不能 毫不夸张 这一个游戏 就拉高了国产游戏的档次
QQAlipay,Recommended,36.1 hrs on record (18.0 hrs at review time),地图引导性太糟糕了，及其影响体验但还是好玩的
长天过大云,Recommended,254.4 hrs on record (246.5 hrs at review time),好好好，我DLC呢
勤俭持家的莫埃可,Recommended,71.2 hrs on record (51.4 hrs at review time),很不错
2274395819,Recommended,45.8 hrs on record (45.3 hrs at review time),好玩，爱玩，喜欢玩
玫瑰,Recommended,52.0 hrs on record (51.8 hrs at review time),除了震撼没啥可说的了，非常值得入手
うえすぎ绘梨衣,Recommended,66.3 hrs on record (56.5 hrs at review time),好玩
LONG,Recommended,41.0 hrs on record (17.1 hrs at review time),中国神话
Jackson,Recommended,84.4 hrs on record (62.7 hrs at review time),好玩是好玩，就是太难了！对手残党不友好，不过剧情是巨好！！！推荐！！！！！！！！
起飞派大星,Recommended,57.6 hrs on record (47.4 hrs at review time),其实玩了很多类似的只狼啊等，这类游戏都是最好玩的，没有更好都是最好
Freder1ck_525,Recommended,59.1 hrs on record (11.4 hrs at review time),好玩
至高顶真,Recommended,130.2 hrs on record (120.4 hrs at review time),脊梁挺了
盲目吃鱼之神派大星,Recommended,33.3 hrs on record,像艺术品一般的游戏，丰富的boss战和小怪种类，庞大的美术资源，动听的bgm，足够惊艳的游戏画面，动画也拉足了分，还有优秀的战斗演出，动作设计和影神图集等等内容。瑕不掩瑜的作品。
的得到的呃呃,Not Recommended,7.7 hrs on record (4.8 hrs at review time),地图设计太傻逼了，还有杨奇你他妈的是不是中国人。
TheLoneRanger,Recommended,60.8 hrs on record,国产之光 希望你能引领国单！
1017894100,Recommended,51.4 hrs on record (47.3 hrs at review time),123123123123
2954270213,Recommended,52.6 hrs on record,难度适中，好
qiwang2677002,Recommended,153.4 hrs on record (111.2 hrs at review time),游戏性和剧情深度，已经有很多大佬说过，我就不再赘述了。我要夸的是游戏优化做得太棒了！我这I7-7700HQ的CPU，加上GTX1050的显卡，居然也能玩。（当然，画质和帧率就别提了）这着实让我欢喜！
一缕光、,Recommended,42.1 hrs on record (9.1 hrs at review time),值得玩
2634766443,Recommended,305.2 hrs on record (300.9 hrs at review time),真的好玩
搞搞震,Recommended,32.0 hrs on record (4.6 hrs at review time),买买买
章鱼噼,Recommended,30.4 hrs on record (22.9 hrs at review time),好
曼珠沙华,Recommended,239.6 hrs on record (190.0 hrs at review time),国产之光
NB666,Recommended,59.9 hrs on record (59.8 hrs at review time),好玩
贝壳壳,Not Recommended,99.8 hrs on record (71.9 hrs at review time),大圣残躯给我打的血压高了，不是不支持。90多级打的带的防御套各种刮痧 为了难而难，为了恶心而恶心，就想通关拿个结局 ，靠这种做低级的手段把做的前面三章给玩家的好感送完了。
S1mple,Recommended,49.7 hrs on record,感谢游科，让我玩到如此精良的国产3A。
xxx,Recommended,92.8 hrs on record (39.1 hrs at review time),nb
XP海盗,Recommended,53.1 hrs on record (51.2 hrs at review time),不错 好玩爱玩喜欢玩
过客,Recommended,127.5 hrs on record (120.6 hrs at review time),好玩
1605525134,Recommended,10.1 hrs on record (9.6 hrs at review time),可以支持一下
123,Recommended,135.8 hrs on record (92.1 hrs at review time),好玩
Zq,Recommended,301.0 hrs on record,DLC再不出就要差评了/狗头
飞行的菜鸟,Recommended,179.4 hrs on record (174.3 hrs at review time),好玩爱玩
杰哥不要,Recommended,44.7 hrs on record (29.9 hrs at review time),好玩
Ace,Recommended,63.2 hrs on record (29.4 hrs at review time),除了空气墙难顶外其他都可以
荡漾,Recommended,22.5 hrs on record,不去考虑他身上的那些国产第一个3A，中国神话要素等等各种buff，黑神话也是一款绝对值得安利的游戏，只因为他已经完美履行了自己作为一款游戏的首要职责，那就是好玩。
墨染千帆,Recommended,80.0 hrs on record (14.4 hrs at review time),富有中国文化的各种元素，就连一个小道具的介绍都写的很好，又押韵又朗朗上口。画质和场景做得也很用心
kitsune,Not Recommended,100.8 hrs on record,整体游戏体验宛若赤石，就为了能看看大圣模式，我还完完整整赤完了三周目的石。当电影还不错，当游戏就是完完全全的大分
2019257002,Recommended,18.0 hrs on record (4.9 hrs at review time),好玩爱玩
AIBO_O,Recommended,78.8 hrs on record (8.1 hrs at review time),非常好玩 神作
青枫吧,Recommended,273.3 hrs on record,很棒，我玩得很开心
2704634356,Recommended,62.1 hrs on record (23.4 hrs at review time),好玩
mushroomhaku,Not Recommended,98.2 hrs on record (45.3 hrs at review time),部分boss，比如黄眉，还有百足虫，必须走特殊机制，否则打不了，用户体验非常差
环法冠军老地瓜,Recommended,24.9 hrs on record,第一次接触这个类型的游戏，为我游戏之路起了个好头，动画音乐震撼人心，奈何家境贫寒，没能支持一下。希望游戏科学越来越好，国产游戏越做越好。
yk,Recommended,14.1 hrs on record (9.8 hrs at review time),太棒了
han,Recommended,79.7 hrs on record,haohaohao
江晚,Recommended,73.6 hrs on record (72.1 hrs at review time),good
咸鱼扑腾,Recommended,88.5 hrs on record,支持
Wenfirrre,Recommended,44.8 hrs on record (6.5 hrs at review time),作为中国人，玩到这么高质量的游戏实在是深深自豪单从游戏性上，这个游戏也是很优秀，非常喜欢
411922762,Recommended,62.8 hrs on record (13.2 hrs at review time),好玩
hope,Recommended,91.5 hrs on record,好玩
我是唐不是傻,Recommended,71.6 hrs on record (49.8 hrs at review time),好玩
来自地下城的勇士,Recommended,123.5 hrs on record (12.5 hrs at review time),国产之光
killbb,Recommended,30.3 hrs on record (16.0 hrs at review time),推荐！玩到现在，无论是场景还是boss设计都很棒，剧情也很不错，虽然是手残党，但看看攻略还是都能过的，就是得花些时间
Gundam,Recommended,172.1 hrs on record (149.2 hrs at review time),好玩爱玩
豆的Game,Recommended,51.9 hrs on record (50.1 hrs at review time),好玩
胡乐姿,Recommended,53.9 hrs on record (39.9 hrs at review time),好玩
留我半途,Recommended,115.9 hrs on record (94.5 hrs at review time),一级棒
23010755,Recommended,19.4 hrs on record (15.5 hrs at review time),hjjhhh
遗憾,Recommended,49.2 hrs on record (35.7 hrs at review time),666
1184632098,Recommended,51.5 hrs on record (50.8 hrs at review time),好玩
22222,Recommended,80.5 hrs on record (18.5 hrs at review time),goodgood
602936924,Recommended,80.2 hrs on record (33.7 hrs at review time),BUCUO
傲天,Recommended,129.5 hrs on record (6.6 hrs at review time),可以
青山,Recommended,122.6 hrs on record (117.1 hrs at review time),宇宙超级无敌最好玩的游戏 不仅仅是游戏 更是信仰 传承 文化的展现 太爱了
3234517589,Recommended,120.8 hrs on record (78.5 hrs at review time),齐天大圣
2742224142,Recommended,93.1 hrs on record (28.0 hrs at review time),我叫金浩然非常好玩
孤落时辰,Recommended,48.9 hrs on record (10.7 hrs at review time),nm，架狙的耗子怎么这么坏
蕉♂燥不安,Recommended,55.9 hrs on record (1.4 hrs at review time),刚刚换了新电脑马上下载开玩！！！！！！！！！！！！！！
洗碗,Recommended,18.2 hrs on record (18.0 hrs at review time),666
3133228589,Recommended,34.6 hrs on record (19.1 hrs at review time),6
靠岸,Recommended,45.5 hrs on record (9.5 hrs at review time),666666
2921088077,Recommended,47.3 hrs on record,顶级国产游戏，中式故事带来的文化认同无语伦比至于其他打斗招式全缝，剧情是10多年前的暗黑西游小说什么时候国产能抛开猴、吒，只靠玩法或剧情做到认同就可以和顶级游戏比肩类
yjxxs,Recommended,76.6 hrs on record (21.2 hrs at review time),好玩，就是难度稍微高点
282471193,Recommended,45.8 hrs on record (30.0 hrs at review time),画质好
我爱上学,Recommended,35.8 hrs on record (23.9 hrs at review time),好玩就是好游戏
鬼羽子,Recommended,42.9 hrs on record (39.2 hrs at review time),无以言表的感动，泪满衣襟的欢喜。
kkkice10111011,Recommended,105.4 hrs on record (105.4 hrs at review time),无敌
涸凛,Recommended,33.9 hrs on record (15.3 hrs at review time),今日欢呼孙大圣！
LiuSanDao,Recommended,87.9 hrs on record (75.2 hrs at review time),np
790456581,Recommended,88.9 hrs on record (88.5 hrs at review time),买
风为觞,Recommended,58.8 hrs on record,"通关《黑神话悟空》许久，手还在发抖！这哪是游戏？根本是视觉核弹！每一帧都能当壁纸的敦煌美术，金箍棒砸下去的物理反馈爽到起鸡皮疙瘩，BOSS战设计比《只狼》还上瘾——虎先锋三阶段变身把我虐哭又爽哭！最绝的是用UE5引擎把神话场景做活了：火焰山的热浪灼烧屏幕，龙宫水纹的光影真实到想伸手摸！剧情暗线细思极恐，那些说""国产3A不行""的该闭嘴了。72变系统比预告片还夸张，化身为鹰飞天遁地的自由度，直接刷新ACT游戏天花板！现在终于懂为什么Steam愿望榜能屠榜——因为中国人真的做出了自己的《战神》+《魂》系列终极体！不吹不黑，就冲第四章黄眉老祖的千手观音战，这268块钱值回十倍！"
DuziTeng,Not Recommended,51.8 hrs on record,故事讲的稀烂，章节与章节直接毫无联系，突然专场，结局也讲的不知所云
zhangdafang_rk,Recommended,74.3 hrs on record (73.5 hrs at review time),国产三A大作，值得购买
狒狒上树,Recommended,47.4 hrs on record (9.6 hrs at review time),年轻人的第一款动作3A
bsb514,Recommended,11.2 hrs on record (9.3 hrs at review time),非常好的游戏体验，里面好多点都有西游的味道，但是重新做了架构。
beautifulboy,Recommended,53.6 hrs on record,每个人都是自己的齐天大圣
鹿友,Recommended,199.3 hrs on record,好玩
1084966084,Not Recommended,58.3 hrs on record (8.4 hrs at review time),不是所有人都适合动作游戏
还在范特西,Recommended,89.2 hrs on record (85.9 hrs at review time),打斗精彩，体验感拉满，动作满分，最喜欢的魂类游戏
2460624301,Recommended,7.4 hrs on record,水
JDW_jun711,Recommended,37.8 hrs on record (36.4 hrs at review time),理想中的游戏
sunagawanagi,Recommended,81.2 hrs on record,nice creator
第九艺术收藏家,Recommended,95.9 hrs on record (88.7 hrs at review time),不负众望之余令人既感到惊喜又感动的作品，虽然最后一章有明显赶工的痕迹，但后续多周目游玩也能再体会到战斗系统的深度
大王铮,Recommended,8.5 hrs on record,喜欢
93868007,Recommended,14.0 hrs on record (5.0 hrs at review time),惊艳美学
171725772,Recommended,61.7 hrs on record (44.4 hrs at review time),like it
电话不通,Recommended,127.5 hrs on record (97.0 hrs at review time),第一次接触这种类型的游戏，体验很棒，
Claire,Recommended,86.8 hrs on record,多玩
遗憾,Recommended,18.8 hrs on record (17.3 hrs at review time),非常好，剧情也很不错
1532481428,Recommended,65.2 hrs on record (3.4 hrs at review time),6
梦醒遥望她在何方,Not Recommended,11.0 hrs on record (5.2 hrs at review time),吃我存档，无奈了
幻经何处★,Recommended,47.3 hrs on record (45.6 hrs at review time),好玩
君临1223,Recommended,86.2 hrs on record (81.3 hrs at review time),除了空气墙还有一些小问题，boss战还是很精彩的值得入手试试，还有就是种子和珍玩刷的概率有点低要肝很久
1134160978,Not Recommended,1.4 hrs on record,攻击后摇无法通过闪避取消，也就说如果在怪物攻击的同时你也在攻击，那么无法通过闪避取消攻击动作并躲开攻击，也就说说反应再快也无法在这种情况下躲开，与我的操作习惯完全不符
shxl1982,Recommended,7.2 hrs on record (3.5 hrs at review time),13165431316551.658
793098636,Recommended,108.5 hrs on record (108.0 hrs at review time),♥♥♥♥♥♥♥♥，super junior
co+2fe=coffee,Recommended,140.2 hrs on record (91.7 hrs at review time),PS5上4周目了，PC上2周目了，我是真爱这个游戏，玩不腻。
2980801938,Recommended,9.4 hrs on record (7.9 hrs at review time),good
谷,Recommended,87.3 hrs on record,相当nice
杰瑞,Recommended,73.4 hrs on record (9.4 hrs at review time),好玩爱玩喜欢玩具体感受挺好剧情没有感觉很拖拉都是直接进入主题感受非常不错
666,Recommended,68.1 hrs on record (67.8 hrs at review time),默认好评
Joy R,Recommended,131.9 hrs on record (34.1 hrs at review time),Good
2050856581,Recommended,73.8 hrs on record (63.1 hrs at review time),很流畅很惊艳的战斗打击感，虚幻5下的画面也是一绝
哈兰不是夜魔,Recommended,22.5 hrs on record (21.7 hrs at review time),请奖励这条评论，我还差5000点去买那些骚逼头像和背景，给我点赞牛子精灵会让你增长1cm，奖励我的人牛子增长10cm，谁会不想要一根长钢筋呢
All or Nothing,Recommended,67.6 hrs on record (38.2 hrs at review time),好玩好玩好玩好玩好玩好玩好玩好玩
龍崎,Recommended,67.4 hrs on record (67.0 hrs at review time),黑悟空牛逼
ErYingZ,Recommended,13.8 hrs on record (6.7 hrs at review time),咱们中国的游戏 必须支持 而且也好玩！！！！
丰多,Recommended,135.5 hrs on record (20.9 hrs at review time),这游戏非常好玩，我是补票的，后面发售之前我是没买了，后面才买的，因为是云通关现在很熟悉，哪里有boss哪里地点都知道。希望dlc能快点出吧，希望今年有。但是最后一张有点那种不好，希望后面能改进吧新作品或者是。dlc
1272647837,Recommended,52.3 hrs on record (32.8 hrs at review time),这个游戏太好玩了，简直就是国产之光，真的不吹牛逼的讲，这个游戏玩了之后，之前的游戏都玩不下去了。
2934791931,Not Recommended,73.9 hrs on record (14.8 hrs at review time),操作难度很高
76561198102370356,Recommended,114.0 hrs on record (113.4 hrs at review time),已通关
cx,Recommended,90.0 hrs on record (23.0 hrs at review time),好
2689154738,Recommended,72.5 hrs on record (54.9 hrs at review time),不错的游戏，就是内容偏少.
一个很坏很坏的人,Recommended,40.7 hrs on record,好玩，爱玩
176147112,Recommended,260.4 hrs on record (222.9 hrs at review time),确实玩起舒服，哪怕通关
张懒懒童鞋,Recommended,9.1 hrs on record (4.0 hrs at review time),画质优良，精品推荐。
175730344,Recommended,18.8 hrs on record (8.9 hrs at review time),支持国货，游戏很耐玩
中分头背带裤我是ikun你记住,Recommended,74.6 hrs on record (71.9 hrs at review time),“她的山外青山，终究没能陪他去看”
一个偷懒的天才,Recommended,30.5 hrs on record (19.5 hrs at review time),好玩
江泽民,Recommended,51.2 hrs on record (34.4 hrs at review time),非常好玩，不足就是开放性不够但是隐藏支线又多
阿莱克斯塔萨,Recommended,86.7 hrs on record (55.7 hrs at review time),除了配乐，其他的，牛
BeNimals,Recommended,75.1 hrs on record,先驱者，无需多言
mjhter,Recommended,94.9 hrs on record,别的不多说，总体质量放那，买了不亏
爱咋咋地,Recommended,41.2 hrs on record (31.6 hrs at review time),好
23503262,Recommended,61.9 hrs on record (61.5 hrs at review time),大后方
2730212752,Recommended,178.1 hrs on record (173.8 hrs at review time),中国唯一一个3a大作
qinzheng7575,Recommended,45.7 hrs on record,兜兜转转磨磨蹭蹭，终于在今天打完了，到最后最多的感情是留恋，真的不舍它结束了。看着自己之前的截图，每一张都能会想起玩的时候的样子，2024年8月的夏天，暑假和家里人一起开心玩的日子。终于结束了结束了，要向着下一个目标继续走了
ZeroTwo,Recommended,40.4 hrs on record (35.9 hrs at review time),爽
超威蓝猫的超威笔刀,Recommended,16.6 hrs on record (3.8 hrs at review time),非常好的游戏，除了我手残打的比较痛苦。
xxxx,Recommended,55.6 hrs on record (14.8 hrs at review time),虽然被虐到自闭，但是游戏很好玩，沉浸在其中，属于苦中有乐吧
机智少年,Recommended,39.2 hrs on record (31.3 hrs at review time),GUYJHUYTVFUU6VHUY
yitiaochong,Recommended,42.9 hrs on record (32.8 hrs at review time),3A大作天花板，支持国产再创新游
你是人间四月天,Recommended,122.7 hrs on record (119.2 hrs at review time),牛逼 好玩
FIRE,Recommended,178.1 hrs on record (146.9 hrs at review time),我们中国也有自己的三a大作👍
林镖,Recommended,125.6 hrs on record (122.7 hrs at review time),垃圾
58292631,Recommended,146.8 hrs on record (40.1 hrs at review time),非常适合单人游戏
幻化成疯,Recommended,127.4 hrs on record (66.6 hrs at review time),无需多言，买就完事了，干就完事了。
让我们一起嘿嘿嘿~~~,Recommended,49.3 hrs on record (48.5 hrs at review time),给力给力xih哈哈哈哈哈哈哈哈哈哈哈哈
zhongchengxin,Recommended,13.8 hrs on record (4.8 hrs at review time),yyds
Call_Me_VJ,Recommended,63.0 hrs on record (40.9 hrs at review time),噔噔噔噔 噔噔噔噔
3517405770,Recommended,101.9 hrs on record (57.8 hrs at review time),期待DLC
直到世界尽头,Recommended,35.0 hrs on record (14.3 hrs at review time),真的好玩儿！有点上瘾 画面也牛逼。
许多羊,Recommended,61.8 hrs on record (38.1 hrs at review time),豪玩
77yue,Recommended,35.8 hrs on record,非常好的动作游戏，应该算是目前玩的那么多游戏里面主角性能最好的了，非常大胆的设计，而且做的很好，玩起来很爽，性价比爆炸了，缺点已经没必要聊了，期待下一部作品
纯天然冰阁落,Recommended,45.1 hrs on record (9.6 hrs at review time),黑神话悟空，剧情真的很牛逼
WJX,Recommended,30.0 hrs on record (6.1 hrs at review time),可以的 剧情打斗画面 好玩
xzp37,Recommended,91.2 hrs on record (90.7 hrs at review time),非常好的游戏
楚子航,Recommended,121.2 hrs on record (106.3 hrs at review time),村里第一个大学猴，成了
Aria,Recommended,35.7 hrs on record (20.8 hrs at review time),美术太棒了
僵尸杨,Recommended,48.4 hrs on record (47.9 hrs at review time),太好玩了国产游戏加油
克莱恩,Recommended,77.7 hrs on record,先说优点，美术，音乐，战斗系统都非常不错，boss战也基本没有重复的缺点也很明显，各种场景里的空气墙太多了，第六章的地图更是一言难尽，槽点太多总结，作为国产的第一款3A大作，算的上一份满意的答卷
大太阳,Recommended,102.0 hrs on record (100.0 hrs at review time),很棒
俏佳人阿杰,Not Recommended,77.7 hrs on record (77.1 hrs at review time),优化太差了 时不时黑屏
孔恨忧,Recommended,530.2 hrs on record (529.4 hrs at review time),666
Ferris,Recommended,225.1 hrs on record (6.0 hrs at review time),黑神话悟空是我第一次打端游，对于一个几乎不玩儿游戏的人来说，刚开始很难。什么都不知道，一脸懵。但值得去研究，去探索
傲来国花果山天生石猴,Recommended,154.3 hrs on record (144.1 hrs at review time),从2020年第一个实机演示等到游戏发售，那时候的我刚大一结束，暑假无聊在家，没想到真正玩的时候已经工作了，在这期间我身边的朋友们没几个看好黑猴，只有我坚定不移的相信你，一定会如你视频展现出来的那样，带给所有玩家一个真正的西游世界。8月20号当天请了假，从上午十一点开始玩，头上还戴着买到的限定金箍，一直到凌晨一点多，不知疲倦。回想起我初见过虎先锋的场景，到现在还是会觉得激动，特别是过虎先锋还是在来喊我去楼下吃饭的朋友见证下将他打败，哈哈哈哈哈哈哈，谢谢游戏科学，有你们这群理想主义者在践行着自己的梦想，坚定不移的往前走着，谢谢。另外DLC还不快点端上来，等得我身上好像有1万只猴子在爬。
椒盐排骨,Recommended,63.9 hrs on record (63.1 hrs at review time),ok
叶言,Recommended,42.9 hrs on record (10.5 hrs at review time),画面优秀 内容好 剧情丰富
hq海棠,Recommended,184.8 hrs on record (11.4 hrs at review time),大头怪真难打，卡了好久
北山,Recommended,73.6 hrs on record (43.7 hrs at review time),好玩
yueeeeer3,Recommended,76.4 hrs on record,太好玩了
隐凌,Recommended,18.9 hrs on record (16.5 hrs at review time),6
小明哲学qwer,Recommended,86.3 hrs on record (71.3 hrs at review time),good
747730051,Recommended,37.8 hrs on record (16.0 hrs at review time),还能说啥，只有两字概括那就是好玩
祝星,Recommended,75.8 hrs on record (37.3 hrs at review time),好玩爱玩下次还玩
3265169613,Recommended,218.2 hrs on record (147.0 hrs at review time),绝对的好游戏！！国产游戏之光！！！希望尽快出资料片或者续作！！！更希望制作方继续努力在创佳作！！！
Jagged real man,Recommended,127.2 hrs on record (83.1 hrs at review time),剧情确实是中国文化，里面的内核也是东方哲学。很NICE，支持国货
Guaidaoyiyoudao,Recommended,60.2 hrs on record,好玩，通关了
zuofeng888,Recommended,47.4 hrs on record (42.4 hrs at review time),累赘的话无需多言，相信中国力量！
紫色的枫,Recommended,28.0 hrs on record,好玩
Mr.Shadow,Recommended,139.5 hrs on record,国产之光，支持
天下第一深情,Recommended,75.2 hrs on record (74.2 hrs at review time),非常好玩的游戏
1683285824,Recommended,77.0 hrs on record (15.2 hrs at review time),298值！
sunshuaiyuchen,Recommended,18.2 hrs on record (14.2 hrs at review time),非常好
菜鸟小达人,Recommended,87.1 hrs on record (78.5 hrs at review time),买买买
wonderjkl,Recommended,141.2 hrs on record,"8 of 10, very good and traditional Chinese music, of cause nice graph. As it is the first game of this studio, worth to play."
胖猴,Recommended,444.9 hrs on record (440.1 hrs at review time),外瑞古德
Vanger,Recommended,40.8 hrs on record (39.1 hrs at review time),111
LamLi42,Recommended,8.2 hrs on record (4.5 hrs at review time),不错！！
捏爆妲己胸,Recommended,121.3 hrs on record (113.6 hrs at review time),答辩
夜的第七序,Not Recommended,70.5 hrs on record,画面不错，剧情不好，战斗感觉一般
aisk,Recommended,86.2 hrs on record,就是太短了
社会你时哥,Not Recommended,146.1 hrs on record (145.3 hrs at review time),6666666666666666666666
3524596025,Recommended,108.1 hrs on record (105.4 hrs at review time),非常好！！！！！
3104162947,Recommended,94.8 hrs on record (3.6 hrs at review time),nb，就是我比较菜
灵莺破晓,Recommended,4.5 hrs on record (3.6 hrs at review time),可以
Wayne,Recommended,107.0 hrs on record (95.1 hrs at review time),之前没有玩过类似的游戏，在一次次的死亡中，实在没有游戏体验，来来回回下载删除好几次，想放弃，直到打过白衣秀上后，终于逐渐找到乐趣所在。然后又是次次死亡，逐渐打过。一步一步了解游戏的加点，法术，各类相关技巧。每次攻克一个打不过的boss之后，那种兴奋愉悦感，使我上头。遇到再困难的boss，想过开挂，想过很多次，但是还是没有开。 直到最后一章，伴随着老猴子的话语，回顾此番，真的变强了好多，一路走来的不易，夕阳下的倒影，结束响起不属于我的音乐，打斗中互有来回，真的让我动容。儿时喜欢的孙悟空，暑假轮播的86版西游，猴哥猴哥的的动画片，每次拍照都是比照着猴哥望远的姿势。十几年后，终于当上了齐天大圣。
zzq2009n11y07,Recommended,49.4 hrs on record (48.1 hrs at review time),支持国产
水龙哭吧哭吧不是罪,Recommended,13.1 hrs on record (8.1 hrs at review time),haowan
卡带,Recommended,128.5 hrs on record (86.2 hrs at review time),少说废话，一个字，爽！真他妈爽！越到后期越爽！
